accession,full_header,dist_HvCHS2,dist_CpCHS1,dist_PmSPS1,dist_PhCHS,dist_MsCHS,caffeoyl_anchor_min_dist,pcoumaroyl_anchor_min_dist,differential_score,triad_intact,residue_tier,organism,protein_name
A0A2I2GDC6,tr|A0A2I2GDC6|A0A2I2GDC6_9EURO,4.0666,4.4052,4.2501,4.1381,4.2071,4.0666,4.1381,-0.0715,True,B_aliphatic_gatekeeper,Aspergillus steynii IBT 23096,Chalcone synthase B
A0A5N7D7Z4,tr|A0A5N7D7Z4|A0A5N7D7Z4_9EURO,4.0985,4.4371,4.282,4.17,4.239,4.0985,4.17,-0.0715,True,B_aliphatic_gatekeeper,Aspergillus pseudonomiae,Chalcone synthase B
A0A5N6EYA5,tr|A0A5N6EYA5|A0A5N6EYA5_9EURO,4.0855,4.4241,4.269,4.157,4.226,4.0855,4.157,-0.0715,True,B_aliphatic_gatekeeper,Aspergillus novoparasiticus,Chalcone synthase B
A0A5N6VAZ8,tr|A0A5N6VAZ8|A0A5N6VAZ8_ASPTM,4.1062,4.4448,4.2897,4.1777,4.2467,4.1062,4.1777,-0.0715,True,B_aliphatic_gatekeeper,Aspergillus tamarii,Chalcone synthase B
A0ABQ6WZJ6,tr|A0ABQ6WZJ6|A0ABQ6WZJ6_9EURO,4.1285,4.4671,4.312,4.2,4.269,4.1285,4.2,-0.0715,True,B_aliphatic_gatekeeper,Aspergillus pseudocaelatus,Chalcone synthase B
A0AAD6HIV3,tr|A0AAD6HIV3|A0AAD6HIV3_9EURO,4.3161,4.6547,4.4996,4.3876,4.4567,4.3161,4.3876,-0.0715,True,A_HvCHS2_pattern(I265),Penicillium malachiteum,Chalcone synthase B
A0AAD6GJT4,tr|A0AAD6GJT4|A0AAD6GJT4_9EURO,4.2272,4.5658,4.4107,4.2987,4.3677,4.2272,4.2987,-0.0715,True,B_aliphatic_gatekeeper,Penicillium frequentans,Chalcone synthase B
A0AAD6CT85,tr|A0AAD6CT85|A0AAD6CT85_9EURO,4.3134,4.652,4.4969,4.3849,4.454,4.3134,4.3849,-0.0715,False,D_broken_triad,Penicillium frequentans,Chalcone/stilbene synthase N-terminal domain-containing protein
A0A9W9FB46,tr|A0A9W9FB46|A0A9W9FB46_9EURO,4.3163,4.6548,4.4997,4.3877,4.4568,4.3163,4.3877,-0.0715,True,B_aliphatic_gatekeeper,Penicillium angulare,Chalcone synthase B
A0A370P725,tr|A0A370P725|A0A370P725_ASPPH,4.1917,4.5303,4.3752,4.2632,4.3322,4.1917,4.2632,-0.0715,True,A_HvCHS2_pattern(I265),Aspergillus phoenicis ATCC 13157,Thiolase-like protein
A0ACD1IH72,tr|A0ACD1IH72|A0ACD1IH72_9EURO,4.1708,4.5094,4.3543,4.2423,4.3113,4.1708,4.2423,-0.0715,True,A_HvCHS2_pattern(I265),Aspergillus costaricaensis CBS 115574,Thiolase-like protein
A0A1L9UN15,tr|A0A1L9UN15|A0A1L9UN15_ASPBC,4.2462,4.5847,4.4297,4.3177,4.3867,4.2462,4.3177,-0.0715,True,C_aromatic_gatekeeper(classicCHS-like),Aspergillus brasiliensis (strain CBS 101740 / IMI 381727 / IBT 21946),Chalcone synthase
A0A317USQ3,tr|A0A317USQ3|A0A317USQ3_ASPEC,4.2692,4.6077,4.4526,4.3406,4.4097,4.2692,4.3406,-0.0715,True,C_aromatic_gatekeeper(classicCHS-like),Aspergillus eucalypticola (strain CBS 122712 / IBT 29274),Chalcone synthase B
A0A319BDQ7,tr|A0A319BDQ7|A0A319BDQ7_ASPVC,4.2561,4.5947,4.4396,4.3276,4.3966,4.2561,4.3276,-0.0715,True,C_aromatic_gatekeeper(classicCHS-like),Aspergillus vadensis (strain CBS 113365 / IMI 142717 / IBT 24658),Chalcone synthase B
A0A7H8R5X6,tr|A0A7H8R5X6|A0A7H8R5X6_TALRU,4.1996,4.5382,4.3831,4.2711,4.3401,4.1996,4.2711,-0.0715,True,B_aliphatic_gatekeeper,Talaromyces rugulosus,Chalcone/stilbene synthase N-terminal domain-containing protein
A0A2B7Y2N2,tr|A0A2B7Y2N2|A0A2B7Y2N2_9EURO,4.0642,4.4028,4.2477,4.1357,4.2047,4.0642,4.1357,-0.0715,True,C_other,Helicocarpus griseus UAMH5409,Chalcone synthase
A0A9W8U8Q1,tr|A0A9W8U8Q1|A0A9W8U8Q1_9HYPO,4.1551,4.4936,4.3386,4.2266,4.2956,4.1551,4.2266,-0.0715,True,C_other,Fusarium irregulare,Polyketide synthase
A0A8H5NJY9,tr|A0A8H5NJY9|A0A8H5NJY9_9HYPO,4.2356,4.5741,4.419,4.307,4.3761,4.2356,4.307,-0.0715,True,C_other,Fusarium pseudoanthophilum,Chalcone synthase B
A0A8H5MR42,tr|A0A8H5MR42|A0A8H5MR42_9HYPO,4.182,4.5205,4.3654,4.2534,4.3225,4.182,4.2534,-0.0715,True,C_other,Fusarium mexicanum,Chalcone synthase B
A0A8H5KJB0,tr|A0A8H5KJB0|A0A8H5KJB0_9HYPO,4.1684,4.5069,4.3518,4.2398,4.3089,4.1684,4.2398,-0.0715,True,C_other,Fusarium pseudocircinatum,Chalcone synthase B
A0A395RMN0,tr|A0A395RMN0|A0A395RMN0_FUSSP,4.498,4.8365,4.6814,4.5694,4.6385,4.498,4.5694,-0.0715,False,D_broken_triad,Fusarium sporotrichioides,Chalcone synthase b
A0A8H5U7I5,tr|A0A8H5U7I5|A0A8H5U7I5_9HYPO,4.5,4.8385,4.6834,4.5714,4.6405,4.5,4.5714,-0.0715,False,D_broken_triad,Fusarium denticulatum,Chalcone synthase B
A0A1J7I4S7,tr|A0A1J7I4S7|A0A1J7I4S7_9PEZI,4.154,4.4925,4.3375,4.2255,4.2945,4.154,4.2255,-0.0715,True,C_other,Coniochaeta ligniaria NRRL 30616,Thiolase-like protein
A0AA39U5E8,tr|A0AA39U5E8|A0AA39U5E8_9PEZI,4.289,4.6276,4.4725,4.3605,4.4296,4.289,4.3605,-0.0715,False,D_broken_triad,Immersiella caudata,Thiolase-like protein
A0AA39QX65,tr|A0AA39QX65|A0AA39QX65_9LECA,3.7052,4.0438,3.8887,3.7767,3.8458,3.7052,3.7767,-0.0715,True,B_aliphatic_gatekeeper,Cladonia borealis,Uncharacterized protein
A0A2U9QI99,tr|A0A2U9QI99|A0A2U9QI99_9LECA,3.6638,4.0024,3.8473,3.7353,3.8043,3.6638,3.7353,-0.0715,True,B_aliphatic_gatekeeper,Nephromopsis pallescens,Polyketide synthase type III
A0A8H6FA44,tr|A0A8H6FA44|A0A8H6FA44_9LECA,3.644,3.9825,3.8274,3.7154,3.7845,3.644,3.7154,-0.0715,True,B_aliphatic_gatekeeper,Letharia lupina,Uncharacterized protein
A0ABR3ZY90,tr|A0ABR3ZY90|A0ABR3ZY90_9LECA,3.7176,4.0562,3.9011,3.7891,3.8581,3.7176,3.7891,-0.0715,True,B_aliphatic_gatekeeper,Stereocaulon virgatum,Chalcone synthase
A0A8H3J2S8,tr|A0A8H3J2S8|A0A8H3J2S8_9LECA,3.8386,4.1771,4.0221,3.9101,3.9791,3.8386,3.9101,-0.0715,True,B_aliphatic_gatekeeper,Imshaugia aleurites,Chalcone synthase
A0A9P7Z8I8,tr|A0A9P7Z8I8|A0A9P7Z8I8_9HELO,4.1614,4.4999,4.3449,4.2329,4.3019,4.1614,4.2329,-0.0715,False,D_broken_triad,Calycina marina,Chalcone synthase B
A0ABQ8GJ28,tr|A0ABQ8GJ28|A0ABQ8GJ28_9PEZI,3.9181,4.2567,4.1016,3.9896,4.0586,3.9181,3.9896,-0.0715,True,A_HvCHS2_pattern(I265),Macrophomina phaseolina,Chalcone synthase B
A0A1V8TBN8,tr|A0A1V8TBN8|A0A1V8TBN8_9PEZI,4.0789,4.4174,4.2623,4.1503,4.2194,4.0789,4.1503,-0.0715,True,B_aliphatic_gatekeeper,Cryoendolithus antarcticus,Chalcone synthase
A0A2D3V4H2,tr|A0A2D3V4H2|A0A2D3V4H2_9PEZI,3.8722,4.2107,4.0556,3.9436,4.0127,3.8722,3.9436,-0.0715,True,B_aliphatic_gatekeeper,Ramularia collo-cygni,Related to stilbene synthase 2
A0AB34KVQ6,tr|A0AB34KVQ6|A0AB34KVQ6_9PEZI,3.9823,4.3208,4.1657,4.0537,4.1228,3.9823,4.0537,-0.0715,True,B_aliphatic_gatekeeper,Cladosporium halotolerans,Thiolase-like protein
A0A9N8KET3,tr|A0A9N8KET3|A0A9N8KET3_9PEZI,4.2544,4.5929,4.4379,4.3259,4.3949,4.2544,4.3259,-0.0715,True,B_aliphatic_gatekeeper,Aureobasidium uvarum,Chalcone synthase
A0A9N8P5P6,tr|A0A9N8P5P6|A0A9N8P5P6_9PEZI,4.0597,4.3983,4.2432,4.1312,4.2002,4.0597,4.1312,-0.0715,True,B_aliphatic_gatekeeper,Aureobasidium vineae,Chalcone/stilbene synthase C-terminal domain-containing protein
A0A074VBS1,tr|A0A074VBS1|A0A074VBS1_AURM1,4.2611,4.5997,4.4446,4.3326,4.4016,4.2611,4.3326,-0.0715,True,B_aliphatic_gatekeeper,Aureobasidium melanogenum (strain CBS 110374),Chalcone synthase B
A0ABR0TNB7,tr|A0ABR0TNB7|A0ABR0TNB7_AURPU,4.3867,4.7253,4.5702,4.4582,4.5272,4.3867,4.4582,-0.0715,True,B_aliphatic_gatekeeper,Aureobasidium pullulans,Thiolase-like protein
A0A9N8JDK6,tr|A0A9N8JDK6|A0A9N8JDK6_9PEZI,4.2654,4.604,4.4489,4.3369,4.406,4.2654,4.3369,-0.0715,True,B_aliphatic_gatekeeper,Aureobasidium mustum,Chalcone synthase (Fragment)
A0A074W932,tr|A0A074W932|A0A074W932_9PEZI,4.1372,4.4758,4.3207,4.2087,4.2778,4.1372,4.2087,-0.0715,True,B_aliphatic_gatekeeper,Aureobasidium namibiae CBS 147.97,Chalcone synthase B
A0A9P4JIY5,tr|A0A9P4JIY5|A0A9P4JIY5_9PLEO,4.3046,4.6431,4.488,4.376,4.4451,4.3046,4.376,-0.0715,True,B_aliphatic_gatekeeper,Delitschia confertaspora ATCC 74209,Thiolase-like protein
A0AAE0IYT3,tr|A0AAE0IYT3|A0AAE0IYT3_9PEZI,4.1425,4.4811,4.326,4.214,4.283,4.1425,4.214,-0.0715,True,B_aliphatic_gatekeeper,Cercophora scortea,Chalcone synthase B
A0AAE0XFA5,tr|A0AAE0XFA5|A0AAE0XFA5_9PEZI,4.1065,4.445,4.2899,4.1779,4.247,4.1065,4.1779,-0.0715,True,B_aliphatic_gatekeeper,Podospora appendiculata,Chalcone synthase B
A0A4U6XPJ8,tr|A0A4U6XPJ8|A0A4U6XPJ8_9PEZI,4.0771,4.4156,4.2605,4.1485,4.2176,4.0771,4.1485,-0.0715,True,B_aliphatic_gatekeeper,Colletotrichum tanaceti,Phenylpropanoylacetyl-CoA synthase
A0AAX4J4J2,tr|A0AAX4J4J2|A0AAX4J4J2_9PEZI,4.0495,4.388,4.233,4.121,4.19,4.0495,4.121,-0.0715,True,B_aliphatic_gatekeeper,Colletotrichum destructivum,"Chalcone/stilbene synthase, polyketide synthase, type III, thiolase"
A0AAN6MBH1,tr|A0AAN6MBH1|A0AAN6MBH1_9PEZI,4.0736,4.4121,4.257,4.145,4.2141,4.0736,4.145,-0.0715,True,B_aliphatic_gatekeeper,Staphylotrichum tortipilum,Chalcone synthase
A0AA39ZJV5,tr|A0AA39ZJV5|A0AA39ZJV5_9PEZI,4.0372,4.3758,4.2207,4.1087,4.1777,4.0372,4.1087,-0.0715,True,B_aliphatic_gatekeeper,Cercophora samala,Thiolase-like protein
A0AAN6T0C4,tr|A0AAN6T0C4|A0AAN6T0C4_9PEZI,4.1429,4.4815,4.3264,4.2144,4.2834,4.1429,4.2144,-0.0715,True,B_aliphatic_gatekeeper,Parathielavia hyrcaniae,Thiolase-like protein
A0A6P8ASY9,tr|A0A6P8ASY9|A0A6P8ASY9_PYRGI,4.2497,4.5883,4.4332,4.3212,4.3902,4.2497,4.3212,-0.0715,True,B_aliphatic_gatekeeper,Pyricularia grisea,Chalcone synthase
A0ABQ8NQH5,tr|A0ABQ8NQH5|A0ABQ8NQH5_PYRGI,4.2786,4.6172,4.4621,4.3501,4.4191,4.2786,4.3501,-0.0715,True,B_aliphatic_gatekeeper,Pyricularia grisea,Chalcone synthase
A0ABR3W919,tr|A0ABR3W919|A0ABR3W919_9PEZI,4.2895,4.6281,4.473,4.361,4.43,4.2895,4.361,-0.0715,True,B_aliphatic_gatekeeper,Diaporthe australafricana,Chalcone synthase
A0ABR1NRM7,tr|A0ABR1NRM7|A0ABR1NRM7_DIAER,4.2699,4.6085,4.4534,4.3414,4.4104,4.2699,4.3414,-0.0715,True,B_aliphatic_gatekeeper,Diaporthe eres,Chalcone synthase
A0ABR4F1W0,tr|A0ABR4F1W0|A0ABR4F1W0_9PEZI,4.312,4.6505,4.4954,4.3834,4.4525,4.312,4.3834,-0.0715,True,B_aliphatic_gatekeeper,Diaporthe vaccinii,Chalcone synthase
A0A9W4RN00,tr|A0A9W4RN00|A0A9W4RN00_9PEZI,4.5119,4.8505,4.6954,4.5834,4.6524,4.5119,4.5834,-0.0715,True,A_HvCHS2_pattern(I265),Colletotrichum noveboracense,Uncharacterized protein
A0AAD9YRK9,tr|A0AAD9YRK9|A0AAD9YRK9_COLKA,4.5025,4.8411,4.686,4.574,4.643,4.5025,4.574,-0.0715,True,A_HvCHS2_pattern(I265),Colletotrichum kahawae,Chalcone synthase b
A0A8H6IQ33,tr|A0A8H6IQ33|A0A8H6IQ33_9PEZI,4.4986,4.8372,4.6821,4.5701,4.6391,4.4986,4.5701,-0.0715,True,A_HvCHS2_pattern(I265),Colletotrichum sojae,Chalcone synthase B
A0AAX4I6L2,tr|A0AAX4I6L2|A0AAX4I6L2_9PEZI,4.5217,4.8603,4.7052,4.5932,4.6623,4.5217,4.5932,-0.0715,True,A_HvCHS2_pattern(I265),Colletotrichum destructivum,"Chalcone/stilbene synthase, polyketide synthase, type III, thiolase"
A0ACC3YST6,tr|A0ACC3YST6|A0ACC3YST6_COLTU,4.5288,4.8674,4.7123,4.6003,4.6693,4.5288,4.6003,-0.0715,True,A_HvCHS2_pattern(I265),Colletotrichum truncatum,Chalcone synthase B
A0A0C3D9L2,tr|A0A0C3D9L2|A0A0C3D9L2_OIDMZ,4.5848,4.9233,4.7682,4.6562,4.7253,4.5848,4.6562,-0.0715,True,A_HvCHS2_pattern(I265),Oidiodendron maius (strain Zn),Chalcone synthase
A0A2P5HE53,tr|A0A2P5HE53|A0A2P5HE53_DIAHE,4.6101,4.9487,4.7936,4.6816,4.7507,4.6101,4.6816,-0.0715,True,A_HvCHS2_pattern(I265),Diaporthe helianthi,Chalcone synthase
A0A7U2ESB4,tr|A0A7U2ESB4|A0A7U2ESB4_PHANO,4.4731,4.8116,4.6565,4.5445,4.6136,4.4731,4.5445,-0.0715,True,B_aliphatic_gatekeeper,Phaeosphaeria nodorum (strain SN15 / ATCC MYA-4574 / FGSC 10173),Uncharacterized protein
A0AAN6XUC3,tr|A0AAN6XUC3|A0AAN6XUC3_9PEZI,4.4069,4.7455,4.5904,4.4784,4.5474,4.4069,4.4784,-0.0715,True,B_aliphatic_gatekeeper,Rhypophila decipiens,Thiolase-like protein
A0A9W8QV17,tr|A0A9W8QV17|A0A9W8QV17_9HYPO,4.4433,4.7819,4.6268,4.5148,4.5838,4.4433,4.5148,-0.0715,True,B_aliphatic_gatekeeper,Fusarium falciforme,Uncharacterized protein
A0A2J6TDB9,tr|A0A2J6TDB9|A0A2J6TDB9_9HELO,4.4322,4.7708,4.6157,4.5037,4.5727,4.4322,4.5037,-0.0715,True,B_aliphatic_gatekeeper,Hyaloscypha bicolor E,Thiolase-like protein
A0AAN9YDM9,tr|A0AAN9YDM9|A0AAN9YDM9_9PEZI,4.3951,4.7337,4.5786,4.4666,4.5356,4.3951,4.4666,-0.0715,True,B_aliphatic_gatekeeper,Cytospora paraplurivora,Uncharacterized protein
C5FX60,tr|C5FX60|C5FX60_ARTOC,4.0197,4.3583,4.2032,4.0912,4.1602,4.0197,4.0912,-0.0715,True,B_aliphatic_gatekeeper,Arthroderma otae (strain ATCC MYA-4605 / CBS 113480),Chalcone synthase B
A0AAJ0CG38,tr|A0AAJ0CG38|A0AAJ0CG38_9HYPO,4.2513,4.5898,4.4348,4.3228,4.3918,4.2513,4.3228,-0.0715,True,B_aliphatic_gatekeeper,Conoideocrella luteorostrata,Chalcone synthase
A0ABR2JLE3,tr|A0ABR2JLE3|A0ABR2JLE3_9PEZI,4.3382,4.6768,4.5217,4.4097,4.4787,4.3382,4.4097,-0.0715,True,A_HvCHS2_pattern(I265),Apiospora arundinis,Thiolase-like protein
A0ABR1S0N0,tr|A0ABR1S0N0|A0ABR1S0N0_9PEZI,4.4774,4.8159,4.6609,4.5489,4.6179,4.4774,4.5489,-0.0715,True,A_HvCHS2_pattern(I265),Apiospora marii,Uncharacterized protein
A0ABR1S1I4,tr|A0ABR1S1I4|A0ABR1S1I4_9PEZI,4.5001,4.8386,4.6835,4.5715,4.6406,4.5001,4.5715,-0.0715,True,A_HvCHS2_pattern(I265),Apiospora rasikravindrae,Type III polyketide synthase
A0ABR1Q2N5,tr|A0ABR1Q2N5|A0ABR1Q2N5_9PEZI,4.5332,4.8718,4.7167,4.6047,4.6737,4.5332,4.6047,-0.0715,True,A_HvCHS2_pattern(I265),Apiospora aurea,Thiolase-like protein
A0ABR1VKP4,tr|A0ABR1VKP4|A0ABR1VKP4_9PEZI,4.4849,4.8234,4.6684,4.5564,4.6254,4.4849,4.5564,-0.0715,True,A_HvCHS2_pattern(I265),Apiospora hydei,Thiolase-like protein
A0A1V6Q379,tr|A0A1V6Q379|A0A1V6Q379_9EURO,4.344,4.6825,4.5274,4.4154,4.4845,4.344,4.4154,-0.0715,True,B_aliphatic_gatekeeper,Penicillium antarcticum,Chalcone/stilbene synthase N-terminal domain-containing protein
A0A1F5L6P8,tr|A0A1F5L6P8|A0A1F5L6P8_PENAI,4.2472,4.5857,4.4306,4.3186,4.3877,4.2472,4.3186,-0.0715,True,B_aliphatic_gatekeeper,Penicillium arizonense,Chalcone synthase
A0AAD6IL99,tr|A0AAD6IL99|A0AAD6IL99_PENCN,4.2337,4.5722,4.4171,4.3051,4.3742,4.2337,4.3051,-0.0715,True,B_aliphatic_gatekeeper,Penicillium canescens,Uncharacterized protein
A0A0G4NUG8,tr|A0A0G4NUG8|A0A0G4NUG8_PENC3,4.2185,4.557,4.4019,4.2899,4.359,4.2185,4.2899,-0.0715,True,B_aliphatic_gatekeeper,Penicillium camemberti (strain FM 013),"Polyketide synthase, type III"
A0AAI9X284,tr|A0AAI9X284|A0AAI9X284_PENTH,4.3469,4.6855,4.5304,4.4184,4.4875,4.3469,4.4184,-0.0715,False,D_broken_triad,Penicillium thymicola,Chalcone/stilbene synthase N-terminal domain-containing protein
A0A101MP05,tr|A0A101MP05|A0A101MP05_PENFR,4.2317,4.5702,4.4151,4.3031,4.3722,4.2317,4.3031,-0.0715,True,B_aliphatic_gatekeeper,Penicillium freii,Chalcone synthase
A0A1Q5U757,tr|A0A1Q5U757|A0A1Q5U757_9EURO,4.2563,4.5948,4.4398,4.3278,4.3968,4.2563,4.3278,-0.0715,True,B_aliphatic_gatekeeper,Penicillium subrubescens,Polyketide synthase 5
A0A1V6SK38,tr|A0A1V6SK38|A0A1V6SK38_9EURO,4.2396,4.5782,4.4231,4.3111,4.3801,4.2396,4.3111,-0.0715,True,B_aliphatic_gatekeeper,Penicillium flavigenum,Chalcone synthase
A0A9W9WXD2,tr|A0A9W9WXD2|A0A9W9WXD2_9EURO,4.2438,4.5823,4.4273,4.3153,4.3843,4.2438,4.3153,-0.0715,True,C_other,Penicillium desertorum,Chalcone synthase
A0ABQ8WCM1,tr|A0ABQ8WCM1|A0ABQ8WCM1_PENCH,4.2444,4.583,4.4279,4.3159,4.3849,4.2444,4.3159,-0.0715,True,B_aliphatic_gatekeeper,Penicillium chrysogenum,Polyketide synthase
A0A9W4MRE4,tr|A0A9W4MRE4|A0A9W4MRE4_PENOL,4.3101,4.6486,4.4935,4.3815,4.4506,4.3101,4.3815,-0.0715,True,B_aliphatic_gatekeeper,Penicillium olsonii,Uncharacterized protein
A0A9W9J1X0,tr|A0A9W9J1X0|A0A9W9J1X0_9EURO,4.224,4.5625,4.4074,4.2954,4.3645,4.224,4.2954,-0.0715,True,B_aliphatic_gatekeeper,Penicillium cf. griseofulvum,Thiolase-like protein
A0A9W9PRC7,tr|A0A9W9PRC7|A0A9W9PRC7_9EURO,4.2028,4.5413,4.3862,4.2742,4.3433,4.2028,4.2742,-0.0715,True,A_HvCHS2_pattern(I265),Penicillium atrosanguineum,Uncharacterized protein
A0A9W9RBM7,tr|A0A9W9RBM7|A0A9W9RBM7_PENBR,4.3965,4.7351,4.58,4.468,4.537,4.3965,4.468,-0.0715,True,C_other,Penicillium brevicompactum,Uncharacterized protein
A0A5N5X4W7,tr|A0A5N5X4W7|A0A5N5X4W7_9EURO,4.1608,4.4993,4.3442,4.2322,4.3013,4.1608,4.2322,-0.0715,True,B_aliphatic_gatekeeper,Aspergillus leporis,Thiolase-like protein
A0A1F8AG56,tr|A0A1F8AG56|A0A1F8AG56_9EURO,4.0308,4.3693,4.2142,4.1022,4.1713,4.0308,4.1022,-0.0715,True,B_aliphatic_gatekeeper,Aspergillus bombycis,Chalcone synthase B
P0DUK2,sp|P0DUK2|PSPB_PENSO,3.9822,4.3207,4.1657,4.0537,4.1227,3.9822,4.0537,-0.0715,True,B_aliphatic_gatekeeper,Penicillium soppii,Type III polyketide synthase pspB
A0ABR4J1Q2,tr|A0ABR4J1Q2|A0ABR4J1Q2_9EURO,4.4757,4.8143,4.6592,4.5472,4.6163,4.4757,4.5472,-0.0715,True,B_aliphatic_gatekeeper,Aspergillus pseudoustus,Thiolase-like protein
A0A0U5G292,tr|A0A0U5G292|A0A0U5G292_ASPCI,4.3595,4.698,4.5429,4.4309,4.5,4.3595,4.4309,-0.0715,True,B_aliphatic_gatekeeper,Aspergillus calidoustus,Chalcone synthase
A0ABR4GLN7,tr|A0ABR4GLN7|A0ABR4GLN7_9EURO,4.3631,4.7016,4.5465,4.4345,4.5036,4.3631,4.4345,-0.0715,True,B_aliphatic_gatekeeper,Aspergillus keveii,Thiolase-like protein
A0AAJ0CZE2,tr|A0AAJ0CZE2|A0AAJ0CZE2_9HYPO,4.1436,4.4822,4.3271,4.2151,4.2841,4.1436,4.2151,-0.0715,True,B_aliphatic_gatekeeper,Conoideocrella luteorostrata,Chalcone synthase
J5JMB4,tr|J5JMB4|J5JMB4_BEAB2,4.0647,4.4033,4.2482,4.1362,4.2052,4.0647,4.1362,-0.0715,True,B_aliphatic_gatekeeper,Beauveria bassiana (strain ARSEF 2860),Chalcone synthase B
E4UVT6,tr|E4UVT6|E4UVT6_ARTGP,4.1848,4.5234,4.3683,4.2563,4.3253,4.1848,4.2563,-0.0715,True,B_aliphatic_gatekeeper,Arthroderma gypseum (strain ATCC MYA-4604 / CBS 118893),Chalcone synthase B
D4AT57,tr|D4AT57|D4AT57_ARTBC,4.1992,4.5378,4.3827,4.2707,4.3398,4.1992,4.2707,-0.0715,True,B_aliphatic_gatekeeper,Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371),Chalcone synthase
A0A059J6Q8,tr|A0A059J6Q8|A0A059J6Q8_TRIIM,4.2299,4.5685,4.4134,4.3014,4.3704,4.2299,4.3014,-0.0715,True,B_aliphatic_gatekeeper,Trichophyton interdigitale (strain MR816),Chalcone synthase
A0A178FQT0,tr|A0A178FQT0|A0A178FQT0_TRIVO,4.2005,4.539,4.3839,4.2719,4.341,4.2005,4.2719,-0.0715,True,B_aliphatic_gatekeeper,Trichophyton violaceum,Chalcone synthase
A0ACC3A050,tr|A0ACC3A050|A0ACC3A050_9EURO,4.0801,4.4187,4.2636,4.1516,4.2207,4.0801,4.1516,-0.0715,True,B_aliphatic_gatekeeper,Neophaeococcomyces mojaviensis,Uncharacterized protein
A0A8H7WJU8,tr|A0A8H7WJU8|A0A8H7WJU8_9HELO,3.9597,4.2983,4.1432,4.0312,4.1002,3.9597,4.0312,-0.0715,True,B_aliphatic_gatekeeper,Cadophora malorum,Uncharacterized protein
A0ABR4BZ28,tr|A0ABR4BZ28|A0ABR4BZ28_9HELO,4.0141,4.3526,4.1975,4.0855,4.1546,4.0141,4.0855,-0.0715,True,B_aliphatic_gatekeeper,Oculimacula yallundae,Chalcone synthase
A0AAQ3R6T3,tr|A0AAQ3R6T3|A0AAQ3R6T3_9PEZI,4.1163,4.4549,4.2998,4.1878,4.2568,4.1163,4.1878,-0.0715,True,B_aliphatic_gatekeeper,Acrodontium crateriforme,Uncharacterized protein
A0A139HN42,tr|A0A139HN42|A0A139HN42_9PEZI,3.9984,4.3369,4.1818,4.0698,4.1389,3.9984,4.0698,-0.0715,True,B_aliphatic_gatekeeper,Pseudocercospora eumusae,Chalcone synthase
A0A6A5Z394,tr|A0A6A5Z394|A0A6A5Z394_9PLEO,4.0221,4.3606,4.2055,4.0935,4.1626,4.0221,4.0935,-0.0715,True,B_aliphatic_gatekeeper,Lophiotrema nucula,Chalcone synthase B
F9X176,tr|F9X176|F9X176_ZYMTI,3.9396,4.2782,4.1231,4.0111,4.0801,3.9396,4.0111,-0.0715,True,A_HvCHS2_pattern(I265),Zymoseptoria tritici (strain CBS 115943 / IPO323),Chalcone synthase
A0A2K1R1B1,tr|A0A2K1R1B1|A0A2K1R1B1_9PEZI,3.962,4.3006,4.1455,4.0335,4.1025,3.962,4.0335,-0.0715,True,B_aliphatic_gatekeeper,Sphaceloma murrayae,Alpha-pyrone synthesis polyketide synthase-like Pks11
A0A6A6GAU0,tr|A0A6A6GAU0|A0A6A6GAU0_9PEZI,4.3914,4.7299,4.5748,4.4628,4.5319,4.3914,4.4628,-0.0715,True,A_HvCHS2_pattern(I265),Elsinoe ampelina,Thiolase-like protein
A0A8K0L4T3,tr|A0A8K0L4T3|A0A8K0L4T3_9PEZI,4.4513,4.7899,4.6348,4.5228,4.5918,4.4513,4.5228,-0.0715,True,A_HvCHS2_pattern(I265),Elsinoe batatas,Chalcone synthase
A0A2T2NYA2,tr|A0A2T2NYA2|A0A2T2NYA2_CORCC,4.0926,4.4311,4.276,4.164,4.2331,4.0926,4.164,-0.0715,True,B_aliphatic_gatekeeper,Corynespora cassiicola Philippines,Thiolase-like protein
A0A9P4KAV5,tr|A0A9P4KAV5|A0A9P4KAV5_9PLEO,4.0769,4.4155,4.2604,4.1484,4.2175,4.0769,4.1484,-0.0715,True,B_aliphatic_gatekeeper,Lojkania enalia,Chalcone synthase B
A0A1Y1ZIB6,tr|A0A1Y1ZIB6|A0A1Y1ZIB6_9PLEO,4.1788,4.5174,4.3623,4.2503,4.3193,4.1788,4.2503,-0.0715,True,B_aliphatic_gatekeeper,Clohesyomyces aquaticus,Chalcone synthase-like protein
A0A6A6IBC2,tr|A0A6A6IBC2|A0A6A6IBC2_9PLEO,4.1249,4.4635,4.3084,4.1964,4.2654,4.1249,4.1964,-0.0715,True,A_HvCHS2_pattern(I265),Trematosphaeria pertusa,Thiolase-like protein
A0A177CLZ2,tr|A0A177CLZ2|A0A177CLZ2_9PLEO,4.4148,4.7534,4.5983,4.4863,4.5553,4.4148,4.4863,-0.0715,True,A_HvCHS2_pattern(I265),Paraphaeosphaeria sporulosa,Thiolase-like protein
A0A9P6G8R7,tr|A0A9P6G8R7|A0A9P6G8R7_9PLEO,4.4306,4.7692,4.6141,4.5021,4.5711,4.4306,4.5021,-0.0715,True,A_HvCHS2_pattern(I265),Paraphaeosphaeria minitans,Chalcone synthase
