	AP008937.1	AP017973.1	AP017974.1	AP024320.1	CP002033.1	CP005958.1	CP011536.1	CP016803.1	CP017151.1	CP019030.1	CP021104.1	CP021790.1	CP021964.1	CP031195.1	CP033371.1	CP034099.1	CP034193.1	CP035054.1	CP035055.1	CP044354.1	CP045034.1	CP047584.1	CP047585.1	CP050919.1	CP053312.1	CP053314.1	CP065522.1	CP067088.1	CP070858.1	CP070935.1	CP070948.1	CP070999.1	CP071000.1	CP071001.1	CP076082.1	CP076446.1	CP082359.1	CP089305.1	CP094655.1	CP095385.1	CP100352.1	CP101688.1	CP102532.1	CP102714.1	CP103293.1	CP103400.1	CP110798.1	CP116617.1	CP116618.1	CP116755.1	CP117933.1	CP118092.1	CP119406.1	CP119425.1	CP120668.1	CP121468.1	CP124737.1	CP127401.1	CP128169.1	CP131058.1	CP132481.1	CP132541.1	CP136242.1	CP139052.1	CP139637.1	CP141807.1	CP145309.1	CP157198.1	CP157592.1	CP157980.1	CP158463.1	CP160833.1	CP165726.1	CP170189.1	CP171795.1	CP172330.1	CP176633.1	CP184765.1	CP188318.1	CP193773.1	CP197007.1	CP199922.1	NZ_AP024320.1	NZ_CP011536.1	NZ_CP016803.1	NZ_CP017151.1	NZ_CP019030.1	NZ_CP021104.1	NZ_CP021790.1	NZ_CP021964.1	NZ_CP031195.1	NZ_CP034099.1	NZ_CP034193.1	NZ_CP035054.1	NZ_CP035055.1	NZ_CP044354.1	NZ_CP045034.1	NZ_CP047584.1	NZ_CP047585.1	NZ_CP050919.1	NZ_CP053312.1	NZ_CP053314.1	NZ_CP065522.1	NZ_CP067088.1	NZ_CP070858.1	NZ_CP070935.1	NZ_CP070948.1	NZ_CP070999.1	NZ_CP071000.1	NZ_CP071001.1	NZ_CP076082.1	NZ_CP076446.1	NZ_CP082359.1	NZ_CP089305.1	NZ_CP094655.1	NZ_CP095385.1	NZ_CP100352.1	NZ_CP101688.1	NZ_CP102532.1	NZ_CP102714.1	NZ_CP103293.1	NZ_CP103400.1	NZ_CP110798.1	NZ_CP116617.1	NZ_CP116618.1	NZ_CP116755.1	NZ_CP117933.1	NZ_CP118092.1	NZ_CP119406.1	NZ_CP119425.1	NZ_CP120668.1	NZ_CP121468.1	NZ_CP124737.1	NZ_CP127401.1	NZ_CP128169.1	NZ_CP131058.1	NZ_CP132481.1	NZ_CP132541.1	NZ_CP136242.1	NZ_CP139052.1	NZ_CP139637.1	NZ_CP141807.1	NZ_CP145309.1	NZ_CP157198.1	NZ_CP157592.1	NZ_CP157980.1	NZ_CP158463.1	NZ_CP160833.1	NZ_CP165726.1	NZ_CP171795.1	NZ_CP176633.1	NZ_CP184765.1	NZ_CP188318.1	NZ_CP193773.1	NZ_CP199922.1
NZ_CP110798.1	98.645683	97.924438	83.374603	98.775055	98.546829	98.503906	98.491539	98.731354	98.723999	98.867599	98.566063	98.570229	98.817276	98.797745	98.106003	98.421097	97.965591	98.687012	97.330513	98.557434	98.571823	98.54158	97.130447	98.48056	97.820778	97.34317	98.439682	98.629601	98.524902	97.943314	99.05098	98.589256	98.592682	98.518509	98.345772	98.597351	98.480858	98.503906	98.722786	98.802795	98.505249	98.703972	98.55603	97.285042	98.514748	97.430534	100.0	97.943985	98.396622	98.386429	98.720428	98.451645	97.419388	97.419273	98.535225	97.472275	99.090546	97.408722	97.740273	99.050117	98.663124	98.48175	98.476715	98.059814	98.681404	98.082123	98.521454	98.738541	97.908966	97.338364	98.584671	98.897728	97.523544	98.414948	98.799789	97.461945	98.606018	98.526863	98.484451	97.313217	97.435944	97.467758	98.775055	98.491539	98.731354	98.723999	98.867599	98.566063	98.570229	98.817276	98.797745	98.421097	97.965591	98.687012	97.330513	98.557434	98.571823	98.54158	97.130447	98.48056	97.820778	97.34317	98.439682	98.629601	98.524902	97.943314	99.05098	98.589256	98.592682	98.518509	98.345772	98.597351	98.480858	98.503906	98.722786	98.802795	98.505249	98.703972	98.55603	97.285042	98.514748	97.430534	100.0	97.943985	98.396622	98.386429	98.720428	98.451645	97.419388	97.419273	98.535225	97.472275	99.090546	97.408722	97.740273	99.050117	98.663124	98.48175	98.476715	98.059814	98.681404	98.082123	98.521454	98.738541	97.908966	97.338364	98.584671	98.897728	97.523544	98.799789	98.606018	98.526863	98.484451	97.313217	97.467758
NZ_CP116617.1	97.815536	98.919434	82.596054	97.904457	97.84375	97.865814	97.920334	97.818718	97.944077	97.857445	97.863205	97.814758	97.83287	97.765549	97.518463	97.881912	98.474731	97.965714	97.170105	97.827484	97.891907	97.91423	97.005432	97.976257	98.207809	97.296989	97.811836	97.907349	97.919357	98.23671	97.956085	97.918747	97.872131	97.923889	97.924622	97.848953	97.898117	97.846733	97.838112	97.935013	97.728508	97.77874	97.880135	97.109436	97.802414	97.223801	97.943985	100.0	98.997452	97.842026	98.023041	97.908272	97.178688	97.178513	97.807541	97.251587	97.9767	97.169342	98.178558	97.793976	98.03344	97.873947	97.881615	98.230286	97.809105	98.193039	97.841034	97.890938	98.232407	97.29184	97.808472	97.930641	97.31073	97.833267	97.867004	97.193649	97.976974	97.811081	97.848045	97.299728	97.216759	97.20256	97.904457	97.920334	97.818718	97.944077	97.857445	97.863205	97.814758	97.83287	97.765549	97.881912	98.474731	97.965714	97.170105	97.827484	97.891907	97.91423	97.005432	97.976257	98.207809	97.296989	97.811836	97.907349	97.919357	98.23671	97.956085	97.918747	97.872131	97.923889	97.924622	97.848953	97.898117	97.846733	97.838112	97.935013	97.728508	97.77874	97.880135	97.109436	97.802414	97.223801	97.943985	100.0	98.997452	97.842026	98.023041	97.908272	97.178688	97.178513	97.807541	97.251587	97.9767	97.169342	98.178558	97.793976	98.03344	97.873947	97.881615	98.230286	97.809105	98.193039	97.841034	97.890938	98.232407	97.29184	97.808472	97.930641	97.31073	97.867004	97.976974	97.811081	97.848045	97.299728	97.20256
NZ_CP116618.1	98.423615	99.064194	82.755371	98.436096	98.473099	98.351578	98.512527	98.393356	98.426193	98.337067	98.443253	98.38031	98.345306	98.304283	98.056946	98.362144	98.675507	98.414261	97.432053	98.494843	98.483727	98.299316	97.127808	98.643524	98.316978	97.496857	98.448105	98.653694	98.491219	98.40477	98.477249	98.46434	98.42646	98.518311	98.34613	98.381699	98.503777	98.387772	98.430885	98.505089	98.166893	98.276459	98.479065	97.329819	98.410828	97.383362	98.396622	98.997452	100.0	98.441788	98.644592	98.518982	97.312866	97.312653	98.357368	97.444595	98.463989	97.293015	98.301109	98.348801	98.682648	98.523468	98.431351	98.418442	98.344879	98.393753	98.404175	98.370789	98.412445	97.384262	98.312515	98.339325	97.453247	98.336548	98.269791	97.391731	98.683563	98.332092	98.496735	97.445175	97.380997	97.395706	98.436096	98.512527	98.393356	98.426193	98.337067	98.443253	98.38031	98.345306	98.304283	98.362144	98.675507	98.414261	97.432053	98.494843	98.483727	98.299316	97.127808	98.643524	98.316978	97.496857	98.448105	98.653694	98.491219	98.40477	98.477249	98.46434	98.42646	98.518311	98.34613	98.381699	98.503777	98.387772	98.430885	98.505089	98.166893	98.276459	98.479065	97.329819	98.410828	97.383362	98.396622	98.997452	100.0	98.441788	98.644592	98.518982	97.312866	97.312653	98.357368	97.444595	98.463989	97.293015	98.301109	98.348801	98.682648	98.523468	98.431351	98.418442	98.344879	98.393753	98.404175	98.370789	98.412445	97.384262	98.312515	98.339325	97.453247	98.269791	98.683563	98.332092	98.496735	97.445175	97.395706
NZ_CP116755.1	98.549545	97.863388	86.4888	98.495132	99.023369	98.531059	98.973358	98.503006	98.491394	98.372437	98.974373	98.596359	98.676834	98.542953	98.583092	98.598358	98.137215	98.598	97.295563	98.930862	99.030792	98.483597	97.089676	98.7052	97.850601	97.351547	98.53479	98.900635	98.989105	98.057495	98.412979	98.986298	98.999924	98.992073	98.268295	98.505844	98.876755	98.549957	98.611664	98.661369	98.476379	98.537659	99.006088	97.394745	98.94931	97.27784	98.386429	97.842026	98.441788	100.0	98.946594	98.872925	97.262344	97.262215	98.459381	97.453171	98.577118	97.265594	97.802338	98.504639	98.949402	98.595398	98.433151	98.065994	98.392349	98.065842	98.523499	98.542343	98.031311	97.438362	98.388092	98.499817	97.29068	98.630005	98.569046	97.272385	98.820107	98.468719	98.592255	97.32048	97.320465	97.332298	98.495132	98.973358	98.503006	98.491394	98.372437	98.974373	98.596359	98.676834	98.542953	98.598358	98.137215	98.598	97.295563	98.930862	99.030792	98.483597	97.089676	98.7052	97.850601	97.351547	98.53479	98.900635	98.989105	98.057495	98.412979	98.986298	98.999924	98.992073	98.268295	98.505844	98.876755	98.549957	98.611664	98.661369	98.476379	98.537659	99.006088	97.394745	98.94931	97.27784	98.386429	97.842026	98.441788	100.0	98.946594	98.872925	97.262344	97.262215	98.459381	97.453171	98.577118	97.265594	97.802338	98.504639	98.949402	98.595398	98.433151	98.065994	98.392349	98.065842	98.523499	98.542343	98.031311	97.438362	98.388092	98.499817	97.29068	98.569046	98.820107	98.468719	98.592255	97.32048	97.332298
NZ_CP117933.1	98.831383	98.05513	82.605713	98.685501	98.848503	98.738266	98.932755	98.744705	98.697739	98.635864	98.950363	98.702972	98.856644	98.757187	98.367294	98.724968	98.217178	98.931679	97.608902	98.855324	98.941299	98.665924	97.309357	99.146233	98.205307	97.687935	98.977875	98.993851	98.925552	98.171089	98.814835	98.934723	98.917374	98.93914	98.537849	98.761887	98.942604	98.731339	98.815689	98.887207	98.635307	98.833511	98.905022	97.633301	98.925392	97.606705	98.720428	98.023041	98.644592	98.946594	100.0	98.929153	97.575562	97.575447	98.643173	97.63237	98.894791	97.574188	98.108017	98.889145	99.975914	99.163582	98.840897	98.267776	98.721375	98.190979	98.810028	98.809669	98.212692	97.623108	98.648743	98.801033	97.675095	98.636925	98.636414	97.621628	99.179718	98.681763	99.159668	97.643417	97.651222	97.671661	98.685501	98.932755	98.744705	98.697739	98.635864	98.950363	98.702972	98.856644	98.757187	98.724968	98.217178	98.931679	97.608902	98.855324	98.941299	98.665924	97.309357	99.146233	98.205307	97.687935	98.977875	98.993851	98.925552	98.171089	98.814835	98.934723	98.917374	98.93914	98.537849	98.761887	98.942604	98.731339	98.815689	98.887207	98.635307	98.833511	98.905022	97.633301	98.925392	97.606705	98.720428	98.023041	98.644592	98.946594	100.0	98.929153	97.575562	97.575447	98.643173	97.63237	98.894791	97.574188	98.108017	98.889145	99.975914	99.163582	98.840897	98.267776	98.721375	98.190979	98.810028	98.809669	98.212692	97.623108	98.648743	98.801033	97.675095	98.636414	99.179718	98.681763	99.159668	97.643417	97.671661
NZ_CP118092.1	98.543167	97.899979	86.039154	98.586624	98.605835	98.529518	98.865807	98.629211	98.564392	98.551285	98.924866	98.547195	98.637695	98.672638	98.429298	98.516479	98.099518	98.508713	97.424355	98.811401	98.931885	98.445129	97.111626	98.761818	98.024673	97.472992	98.714767	98.851181	98.917763	97.997238	98.426849	98.89492	98.899063	98.888298	98.283546	98.399055	98.865654	98.494019	98.756912	98.785255	98.377533	98.63916	98.860321	97.446823	98.848961	97.602234	98.451645	97.908272	98.518982	98.872925	98.929153	100.0	97.58876	97.588623	98.551666	97.548599	98.560684	97.583389	97.818451	98.536041	98.914917	98.731369	98.439491	98.004944	98.516312	98.004791	98.543304	98.586105	98.057205	97.462914	98.474411	98.484894	97.517807	98.505814	98.513947	97.510475	98.76442	98.527908	98.697159	97.626152	97.517563	97.531738	98.586624	98.865807	98.629211	98.564392	98.551285	98.924866	98.547195	98.637695	98.672638	98.516479	98.099518	98.508713	97.424355	98.811401	98.931885	98.445129	97.111626	98.761818	98.024673	97.472992	98.714767	98.851181	98.917763	97.997238	98.426849	98.89492	98.899063	98.888298	98.283546	98.399055	98.865654	98.494019	98.756912	98.785255	98.377533	98.63916	98.860321	97.446823	98.848961	97.602234	98.451645	97.908272	98.518982	98.872925	98.929153	100.0	97.58876	97.588623	98.551666	97.548599	98.560684	97.583389	97.818451	98.536041	98.914917	98.731369	98.439491	98.004944	98.516312	98.004791	98.543304	98.586105	98.057205	97.462914	98.474411	98.484894	97.517807	98.513947	98.76442	98.527908	98.697159	97.626152	97.531738
NZ_CP119406.1	97.433533	97.105278	82.608772	97.534355	97.396133	97.481934	97.563751	97.558044	97.582176	97.518257	97.562378	97.451164	97.486221	97.493118	97.032394	97.46376	97.329773	97.402214	99.034363	97.481583	97.523575	97.406937	97.239914	97.431145	97.189758	98.739548	97.302658	97.555656	97.452316	97.237144	97.480179	97.449417	97.504883	97.37886	97.314636	97.447449	97.398033	97.422012	97.547546	97.674194	97.423828	97.558533	97.481346	98.990128	97.474533	99.995255	97.419388	97.178688	97.312866	97.262344	97.575562	97.58876	100.0	99.999939	97.351532	98.90596	97.524811	99.99913	97.037949	97.573273	97.590515	97.317459	97.447739	97.282364	97.446671	97.339447	97.463287	97.49646	97.342499	98.767593	97.576088	97.39151	99.987579	97.445107	97.477295	99.979355	97.505585	97.367851	97.306244	98.470139	99.992859	99.998581	97.534355	97.563751	97.558044	97.582176	97.518257	97.562378	97.451164	97.486221	97.493118	97.46376	97.329773	97.402214	99.034363	97.481583	97.523575	97.406937	97.239914	97.431145	97.189758	98.739548	97.302658	97.555656	97.452316	97.237144	97.480179	97.449417	97.504883	97.37886	97.314636	97.447449	97.398033	97.422012	97.547546	97.674194	97.423828	97.558533	97.481346	98.990128	97.474533	99.995255	97.419388	97.178688	97.312866	97.262344	97.575562	97.58876	100.0	99.999939	97.351532	98.90596	97.524811	99.99913	97.037949	97.573273	97.590515	97.317459	97.447739	97.282364	97.446671	97.339447	97.463287	97.49646	97.342499	98.767593	97.576088	97.39151	99.987579	97.477295	97.505585	97.367851	97.306244	98.470139	99.998581
NZ_CP119425.1	97.433426	97.105339	82.608772	97.53421	97.395996	97.481796	97.563644	97.557899	97.582047	97.518127	97.562271	97.451004	97.486092	97.492996	97.032394	97.463715	97.329636	97.402092	99.034264	97.481483	97.523453	97.406822	97.239708	97.431015	97.189613	98.739456	97.302559	97.555527	97.452209	97.237	97.480064	97.449287	97.504753	97.378754	97.314514	97.447334	97.397881	97.421875	97.547432	97.674088	97.423706	97.558395	97.481216	98.990036	97.474426	99.995193	97.419273	97.178513	97.312653	97.262215	97.575447	97.588623	99.999939	100.0	97.35141	98.905869	97.524689	99.999054	97.037735	97.573181	97.590393	97.317352	97.447601	97.282425	97.446526	97.339294	97.463165	97.496323	97.342529	98.767502	97.576035	97.391396	99.987518	97.444977	97.477158	99.979279	97.505463	97.36776	97.306129	98.4702	99.99279	99.998528	97.53421	97.563644	97.557899	97.582047	97.518127	97.562271	97.451004	97.486092	97.492996	97.463715	97.329636	97.402092	99.034264	97.481483	97.523453	97.406822	97.239708	97.431015	97.189613	98.739456	97.302559	97.555527	97.452209	97.237	97.480064	97.449287	97.504753	97.378754	97.314514	97.447334	97.397881	97.421875	97.547432	97.674088	97.423706	97.558395	97.481216	98.990036	97.474426	99.995193	97.419273	97.178513	97.312653	97.262215	97.575447	97.588623	99.999939	100.0	97.35141	98.905869	97.524689	99.999054	97.037735	97.573181	97.590393	97.317352	97.447601	97.282425	97.446526	97.339294	97.463165	97.496323	97.342529	98.767502	97.576035	97.391396	99.987518	97.477158	97.505463	97.36776	97.306129	98.4702	99.998528
NZ_CP120668.1	98.716202	97.873093	84.698166	98.477615	98.582352	98.571289	98.58905	98.564804	98.587524	98.562408	98.544769	98.424438	98.579514	98.652298	98.215935	98.29483	97.968948	98.651253	97.420395	98.578293	98.524628	98.435852	97.167267	98.635574	97.926849	97.427521	98.542801	98.587387	98.536514	97.932526	98.657318	98.584946	98.519363	98.589249	98.387375	98.522331	98.61351	98.594284	98.553619	98.68486	98.382744	98.600571	98.548225	97.450073	98.580307	97.394562	98.535225	97.807541	98.357368	98.459381	98.643173	98.551666	97.351532	97.35141	100.0	97.405235	98.628174	97.34845	97.818459	98.680061	98.651871	98.597137	98.51622	97.98085	98.460907	97.995857	98.56752	98.681358	98.043945	97.467636	98.470482	98.639572	97.346283	98.389938	98.474953	97.382591	98.556946	98.311295	98.582352	97.560333	97.444344	97.42662	98.477615	98.58905	98.564804	98.587524	98.562408	98.544769	98.424438	98.579514	98.652298	98.29483	97.968948	98.651253	97.420395	98.578293	98.524628	98.435852	97.167267	98.635574	97.926849	97.427521	98.542801	98.587387	98.536514	97.932526	98.657318	98.584946	98.519363	98.589249	98.387375	98.522331	98.61351	98.594284	98.553619	98.68486	98.382744	98.600571	98.548225	97.450073	98.580307	97.394562	98.535225	97.807541	98.357368	98.459381	98.643173	98.551666	97.351532	97.35141	100.0	97.405235	98.628174	97.34845	97.818459	98.680061	98.651871	98.597137	98.51622	97.98085	98.460907	97.995857	98.56752	98.681358	98.043945	97.467636	98.470482	98.639572	97.346283	98.474953	98.556946	98.311295	98.582352	97.560333	97.42662
NZ_CP121468.1	97.532127	97.157959	82.838638	97.436516	97.488579	97.621803	97.476166	97.68161	97.58181	97.424973	97.595093	97.439346	97.48996	97.500145	97.38562	97.574112	97.223282	97.540771	99.007324	97.480019	97.524933	97.535995	97.307335	97.540665	97.255753	99.986862	97.519226	97.576653	97.532425	97.279449	97.602814	97.466141	97.506859	97.506897	97.400314	97.573158	97.39743	97.390091	97.495895	97.480515	97.556793	97.583824	97.541565	99.111557	97.546265	98.943718	97.472275	97.251587	97.444595	97.453171	97.63237	97.548599	98.90596	98.905869	97.405235	100.0	97.672592	98.905212	97.081131	97.623367	97.658569	97.57296	97.520088	97.180359	97.484863	97.20752	97.504105	97.4496	97.183197	99.98085	97.514893	97.55825	98.970863	97.612518	97.552567	98.968002	97.563828	97.377441	97.590088	98.336365	98.905869	98.936569	97.436516	97.476166	97.68161	97.58181	97.424973	97.595093	97.439346	97.48996	97.500145	97.574112	97.223282	97.540771	99.007324	97.480019	97.524933	97.535995	97.307335	97.540665	97.255753	99.986862	97.519226	97.576653	97.532425	97.279449	97.602814	97.466141	97.506859	97.506897	97.400314	97.573158	97.39743	97.390091	97.495895	97.480515	97.556793	97.583824	97.541565	99.111557	97.546265	98.943718	97.472275	97.251587	97.444595	97.453171	97.63237	97.548599	98.90596	98.905869	97.405235	100.0	97.672592	98.905212	97.081131	97.623367	97.658569	97.57296	97.520088	97.180359	97.484863	97.20752	97.504105	97.4496	97.183197	99.98085	97.514893	97.55825	98.970863	97.552567	97.563828	97.377441	97.590088	98.336365	98.936569
NZ_CP124737.1	98.744766	98.044281	87.787514	98.765244	98.636841	98.641708	98.605919	98.73983	98.799004	99.094391	98.685059	98.643265	98.833176	98.836899	98.434624	98.648682	98.106171	98.923691	97.597549	98.607819	98.64502	98.789246	97.296494	98.756851	97.998901	97.609047	98.657181	98.78476	98.645874	98.074753	99.260117	98.679947	98.660263	98.648438	98.461472	98.764313	98.632721	98.682388	98.808609	98.85791	98.680313	98.814728	98.614853	97.580475	98.678955	97.578117	99.090546	97.9767	98.463989	98.577118	98.894791	98.560684	97.524811	97.524689	98.628174	97.672592	100.0	97.51178	97.944244	99.404678	98.819275	98.681305	98.599159	98.127068	98.738121	98.073318	98.724564	98.874779	98.125748	97.62278	98.72995	99.07077	97.606506	98.654938	98.811981	97.621689	98.78804	98.488586	98.710701	97.602966	97.645889	97.653793	98.765244	98.605919	98.73983	98.799004	99.094391	98.685059	98.643265	98.833176	98.836899	98.648682	98.106171	98.923691	97.597549	98.607819	98.64502	98.789246	97.296494	98.756851	97.998901	97.609047	98.657181	98.78476	98.645874	98.074753	99.260117	98.679947	98.660263	98.648438	98.461472	98.764313	98.632721	98.682388	98.808609	98.85791	98.680313	98.814728	98.614853	97.580475	98.678955	97.578117	99.090546	97.9767	98.463989	98.577118	98.894791	98.560684	97.524811	97.524689	98.628174	97.672592	100.0	97.51178	97.944244	99.404678	98.819275	98.681305	98.599159	98.127068	98.738121	98.073318	98.724564	98.874779	98.125748	97.62278	98.72995	99.07077	97.606506	98.811981	98.78804	98.488586	98.710701	97.602966	97.653793
NZ_CP127401.1	97.419144	97.101959	82.454857	97.52626	97.390457	97.474609	97.574432	97.556503	97.577911	97.503845	97.554947	97.450912	97.499146	97.501457	97.029518	97.467865	97.33046	97.394226	99.034042	97.474716	97.519241	97.398834	97.248169	97.427292	97.186157	98.739105	97.30114	97.560593	97.46376	97.232208	97.475365	97.447617	97.498138	97.389565	97.324387	97.451683	97.392708	97.424782	97.552826	97.673996	97.425026	97.556808	97.481003	98.988968	97.472977	99.994583	97.408722	97.169342	97.293015	97.265594	97.574188	97.583389	99.99913	99.999054	97.34845	98.905212	97.51178	100.0	97.028793	97.570145	97.590149	97.315613	97.448914	97.281387	97.450119	97.337448	97.461807	97.494873	97.323517	98.768723	97.583549	97.394043	99.987144	97.44323	97.476189	99.978729	97.50679	97.36544	97.305969	98.470131	99.992226	99.997925	97.52626	97.574432	97.556503	97.577911	97.503845	97.554947	97.450912	97.499146	97.501457	97.467865	97.33046	97.394226	99.034042	97.474716	97.519241	97.398834	97.248169	97.427292	97.186157	98.739105	97.30114	97.560593	97.46376	97.232208	97.475365	97.447617	97.498138	97.389565	97.324387	97.451683	97.392708	97.424782	97.552826	97.673996	97.425026	97.556808	97.481003	98.988968	97.472977	99.994583	97.408722	97.169342	97.293015	97.265594	97.574188	97.583389	99.99913	99.999054	97.34845	98.905212	97.51178	100.0	97.028793	97.570145	97.590149	97.315613	97.448914	97.281387	97.450119	97.337448	97.461807	97.494873	97.323517	98.768723	97.583549	97.394043	99.987144	97.476189	97.50679	97.36544	97.305969	98.470131	99.997925
NZ_CP128169.1	97.795349	98.808655	87.913734	97.902122	97.667641	97.852753	97.794189	97.841553	97.901794	97.688362	97.832809	97.833908	97.938644	97.870422	97.271713	97.679047	98.8405	97.622643	96.947983	97.782227	97.817993	97.816277	96.839111	97.909592	98.498833	97.01104	97.848427	97.886093	97.845459	98.790878	97.826813	97.869217	97.795746	97.89045	97.929214	97.786606	97.824623	97.852905	97.913742	97.965317	97.638107	97.834183	97.825539	96.938324	97.88298	97.070175	97.740273	98.178558	98.301109	97.802338	98.108017	97.818451	97.037949	97.037735	97.818459	97.081131	97.944244	97.028793	100.0	97.785522	98.082031	97.769829	97.853752	98.752823	97.836304	98.737495	97.847595	97.859879	98.750946	97.067963	97.731995	97.795448	97.141968	97.669189	97.904945	97.004097	97.968895	97.933716	97.774788	97.186707	96.98378	97.050095	97.902122	97.794189	97.841553	97.901794	97.688362	97.832809	97.833908	97.938644	97.870422	97.679047	98.8405	97.622643	96.947983	97.782227	97.817993	97.816277	96.839111	97.909592	98.498833	97.01104	97.848427	97.886093	97.845459	98.790878	97.826813	97.869217	97.795746	97.89045	97.929214	97.786606	97.824623	97.852905	97.913742	97.965317	97.638107	97.834183	97.825539	96.938324	97.88298	97.070175	97.740273	98.178558	98.301109	97.802338	98.108017	97.818451	97.037949	97.037735	97.818459	97.081131	97.944244	97.028793	100.0	97.785522	98.082031	97.769829	97.853752	98.752823	97.836304	98.737495	97.847595	97.859879	98.750946	97.067963	97.731995	97.795448	97.141968	97.904945	97.968895	97.933716	97.774788	97.186707	97.050095
NZ_CP131058.1	98.759903	97.778282	87.630859	98.72731	98.662384	98.662323	98.605484	98.789551	98.768585	99.193405	98.631744	98.750053	98.896027	98.866524	98.397842	98.455231	97.998726	98.888985	97.447914	98.643341	98.577225	98.652885	97.324951	98.738747	97.936012	97.525864	98.695206	98.675224	98.62114	98.03244	99.219795	98.65802	98.684326	98.653656	98.385422	98.741837	98.632256	98.62751	98.825676	98.889244	98.598137	98.870735	98.664612	97.515633	98.632668	97.527832	99.050117	97.793976	98.348801	98.504639	98.889145	98.536041	97.573273	97.573181	98.680061	97.623367	99.404678	97.570145	97.785522	100.0	98.800354	98.605957	98.491577	98.049789	98.616241	98.014038	98.604996	98.858017	98.011017	97.533142	98.722351	98.991455	97.501938	98.550659	98.773468	97.506226	98.705116	98.557602	98.614304	97.495255	97.54995	97.632339	98.72731	98.605484	98.789551	98.768585	99.193405	98.631744	98.750053	98.896027	98.866524	98.455231	97.998726	98.888985	97.447914	98.643341	98.577225	98.652885	97.324951	98.738747	97.936012	97.525864	98.695206	98.675224	98.62114	98.03244	99.219795	98.65802	98.684326	98.653656	98.385422	98.741837	98.632256	98.62751	98.825676	98.889244	98.598137	98.870735	98.664612	97.515633	98.632668	97.527832	99.050117	97.793976	98.348801	98.504639	98.889145	98.536041	97.573273	97.573181	98.680061	97.623367	99.404678	97.570145	97.785522	100.0	98.800354	98.605957	98.491577	98.049789	98.616241	98.014038	98.604996	98.858017	98.011017	97.533142	98.722351	98.991455	97.501938	98.773468	98.705116	98.557602	98.614304	97.495255	97.632339
NZ_CP132481.1	98.726204	98.040955	82.122375	98.750587	98.810104	98.674088	98.9058	98.794327	98.669601	98.573151	98.934395	98.718277	98.783974	98.822403	98.424706	98.678452	98.181396	98.835144	97.606018	98.833473	98.922165	98.649521	97.282074	99.087296	98.213791	97.652328	98.975349	99.046982	98.889694	98.151932	98.774689	98.948471	98.894485	98.903198	98.533112	98.80867	98.896561	98.772285	98.750549	98.832535	98.588013	98.777664	98.901321	97.669113	98.856705	97.631744	98.663124	98.03344	98.682648	98.949402	99.975914	98.914917	97.590515	97.590393	98.651871	97.658569	98.819275	97.590149	98.082031	98.800354	100.0	99.142059	98.784859	98.14447	98.660965	98.151199	98.735641	98.79567	98.16291	97.649895	98.585236	98.776428	97.679001	98.702484	98.704254	97.656647	99.167847	98.714653	99.135574	97.611763	97.640511	97.646614	98.750587	98.9058	98.794327	98.669601	98.573151	98.934395	98.718277	98.783974	98.822403	98.678452	98.181396	98.835144	97.606018	98.833473	98.922165	98.649521	97.282074	99.087296	98.213791	97.652328	98.975349	99.046982	98.889694	98.151932	98.774689	98.948471	98.894485	98.903198	98.533112	98.80867	98.896561	98.772285	98.750549	98.832535	98.588013	98.777664	98.901321	97.669113	98.856705	97.631744	98.663124	98.03344	98.682648	98.949402	99.975914	98.914917	97.590515	97.590393	98.651871	97.658569	98.819275	97.590149	98.082031	98.800354	100.0	99.142059	98.784859	98.14447	98.660965	98.151199	98.735641	98.79567	98.16291	97.649895	98.585236	98.776428	97.679001	98.704254	99.167847	98.714653	99.135574	97.611763	97.646614
NZ_CP132541.1	98.617836	97.910797	82.015854	98.6353	98.648834	98.552444	98.673157	98.568024	98.728821	98.316803	98.804367	98.68074	98.687149	98.721588	98.306938	98.583374	98.080139	98.515137	97.463593	98.723389	98.705582	98.517029	97.205826	99.006592	97.995651	97.396774	98.671013	98.990692	98.785378	98.136086	98.586838	98.744507	98.766953	98.797607	98.329758	98.660568	98.670059	98.727966	98.751999	98.798248	98.45224	98.635223	98.823654	97.437973	98.722435	97.409103	98.48175	97.873947	98.523468	98.595398	99.163582	98.731369	97.317459	97.317352	98.597137	97.57296	98.681305	97.315613	97.769829	98.605957	99.142059	100.0	98.606064	97.873367	98.440346	97.860085	98.714821	98.692871	98.043312	97.436508	98.546295	98.600677	97.4869	98.586853	98.64006	97.428406	99.163231	98.541931	99.999802	97.435448	97.440414	97.451012	98.6353	98.673157	98.568024	98.728821	98.316803	98.804367	98.68074	98.687149	98.721588	98.583374	98.080139	98.515137	97.463593	98.723389	98.705582	98.517029	97.205826	99.006592	97.995651	97.396774	98.671013	98.990692	98.785378	98.136086	98.586838	98.744507	98.766953	98.797607	98.329758	98.660568	98.670059	98.727966	98.751999	98.798248	98.45224	98.635223	98.823654	97.437973	98.722435	97.409103	98.48175	97.873947	98.523468	98.595398	99.163582	98.731369	97.317459	97.317352	98.597137	97.57296	98.681305	97.315613	97.769829	98.605957	99.142059	100.0	98.606064	97.873367	98.440346	97.860085	98.714821	98.692871	98.043312	97.436508	98.546295	98.600677	97.4869	98.64006	99.163231	98.541931	99.999802	97.435448	97.451012
