Cluster_ID,Protein_ID
cluster_1,CP071001.1_proteins|CP071001.1_1
cluster_869,CP103400.1_proteins|CP103400.1_487
cluster_869,CP089305.1_proteins|CP089305.1_1345
cluster_869,NZ_CP117933.1_proteins|NZ_CP117933.1_1001
cluster_869,CP117933.1_proteins|CP117933.1_1001
cluster_869,CP102532.1_proteins|CP102532.1_1337
cluster_869,NZ_CP131058.1_proteins|NZ_CP131058.1_774
cluster_869,CP132481.1_proteins|CP132481.1_909
cluster_869,CP076446.1_proteins|CP076446.1_1254
cluster_869,CP171795.1_proteins|CP171795.1_541
cluster_869,NZ_CP035054.1_proteins|NZ_CP035054.1_773
cluster_869,NZ_CP070858.1_proteins|NZ_CP070858.1_1337
cluster_869,NZ_CP199922.1_proteins|NZ_CP199922.1_407
cluster_869,NZ_CP145309.1_proteins|NZ_CP145309.1_1206
cluster_869,CP047585.1_proteins|CP047585.1_1159
cluster_869,NZ_CP095385.1_proteins|NZ_CP095385.1_1215
cluster_869,NZ_CP132541.1_proteins|NZ_CP132541.1_1375
cluster_869,AP024320.1_proteins|AP024320.1_1273
cluster_869,CP067088.1_proteins|CP067088.1_1232
cluster_869,NZ_CP016803.1_proteins|NZ_CP016803.1_1919
cluster_869,CP127401.1_proteins|CP127401.1_989
cluster_869,NZ_CP171795.1_proteins|NZ_CP171795.1_541
cluster_869,CP053312.1_proteins|CP053312.1_1152
cluster_869,NZ_CP118092.1_proteins|NZ_CP118092.1_985
cluster_869,CP118092.1_proteins|CP118092.1_985
cluster_869,CP160833.1_proteins|CP160833.1_1282
cluster_869,CP170189.1_proteins|CP170189.1_1955
cluster_869,NZ_CP076082.1_proteins|NZ_CP076082.1_725
cluster_869,NZ_CP100352.1_proteins|NZ_CP100352.1_853
cluster_869,CP065522.1_proteins|CP065522.1_752
cluster_869,CP139052.1_proteins|CP139052.1_1183
cluster_869,NZ_CP139637.1_proteins|NZ_CP139637.1_788
cluster_869,NZ_CP034099.1_proteins|NZ_CP034099.1_1614
cluster_869,CP016803.1_proteins|CP016803.1_1919
cluster_869,CP070948.1_proteins|CP070948.1_1317
cluster_869,CP071001.1_proteins|CP071001.1_1339
cluster_869,NZ_CP157980.1_proteins|NZ_CP157980.1_1299
cluster_869,CP021104.1_proteins|CP021104.1_1340
cluster_870,CP188318.1_proteins|CP188318.1_1420
cluster_870,CP102714.1_proteins|CP102714.1_825
cluster_870,CP197007.1_proteins|CP197007.1_50
cluster_870,CP110798.1_proteins|CP110798.1_1261
cluster_870,NZ_CP103293.1_proteins|NZ_CP103293.1_1267
cluster_870,NZ_CP031195.1_proteins|NZ_CP031195.1_780
cluster_870,NZ_CP034099.1_proteins|NZ_CP034099.1_1613
cluster_870,NZ_CP171795.1_proteins|NZ_CP171795.1_542
cluster_870,CP065522.1_proteins|CP065522.1_751
cluster_870,NZ_AP024320.1_proteins|NZ_AP024320.1_1272
cluster_870,NZ_CP070935.1_proteins|NZ_CP070935.1_1171
cluster_870,CP047584.1_proteins|CP047584.1_1343
cluster_870,NZ_CP145309.1_proteins|NZ_CP145309.1_1207
cluster_870,CP116618.1_proteins|CP116618.1_1146
cluster_870,NZ_CP121468.1_proteins|NZ_CP121468.1_1253
cluster_870,CP171795.1_proteins|CP171795.1_542
cluster_870,CP128169.1_proteins|CP128169.1_1217
cluster_870,CP136242.1_proteins|CP136242.1_1284
cluster_870,CP053314.1_proteins|CP053314.1_1299
cluster_870,CP170189.1_proteins|CP170189.1_1956
cluster_870,NZ_CP101688.1_proteins|NZ_CP101688.1_1251
cluster_870,NZ_CP199922.1_proteins|NZ_CP199922.1_406
cluster_870,AP024320.1_proteins|AP024320.1_1272
cluster_870,NZ_CP157592.1_proteins|NZ_CP157592.1_1024
cluster_870,NZ_CP045034.1_proteins|NZ_CP045034.1_1905
cluster_870,NZ_CP127401.1_proteins|NZ_CP127401.1_990
cluster_870,NZ_CP044354.1_proteins|NZ_CP044354.1_1266
cluster_870,CP102532.1_proteins|CP102532.1_1338
cluster_870,CP199922.1_proteins|CP199922.1_406
cluster_870,NZ_CP021790.1_proteins|NZ_CP021790.1_1826
cluster_870,NZ_CP136242.1_proteins|NZ_CP136242.1_1284
cluster_870,CP076446.1_proteins|CP076446.1_1255
cluster_870,NZ_CP188318.1_proteins|NZ_CP188318.1_1420
cluster_870,CP067088.1_proteins|CP067088.1_1233
cluster_870,NZ_CP095385.1_proteins|NZ_CP095385.1_1216
cluster_870,NZ_CP034193.1_proteins|NZ_CP034193.1_1120
cluster_870,NZ_CP160833.1_proteins|NZ_CP160833.1_1283
cluster_870,NZ_CP120668.1_proteins|NZ_CP120668.1_823
cluster_870,NZ_CP118092.1_proteins|NZ_CP118092.1_984
cluster_870,NZ_CP035055.1_proteins|NZ_CP035055.1_223
cluster_870,NZ_CP089305.1_proteins|NZ_CP089305.1_1344
cluster_870,CP005958.1_proteins|CP005958.1_1263
cluster_870,NZ_CP016803.1_proteins|NZ_CP016803.1_1918
cluster_870,CP050919.1_proteins|CP050919.1_1210
cluster_870,AP008937.1_proteins|AP008937.1_1306
cluster_870,CP082359.1_proteins|CP082359.1_1284
cluster_870,NZ_CP082359.1_proteins|NZ_CP082359.1_1284
cluster_870,CP034099.1_proteins|CP034099.1_1613
cluster_870,NZ_CP116618.1_proteins|NZ_CP116618.1_1146
cluster_870,CP103293.1_proteins|CP103293.1_1267
cluster_870,NZ_CP050919.1_proteins|NZ_CP050919.1_1210
cluster_870,CP034193.1_proteins|CP034193.1_1120
cluster_870,CP094655.1_proteins|CP094655.1_1185
cluster_870,CP176633.1_proteins|CP176633.1_882
cluster_870,CP071000.1_proteins|CP071000.1_1340
cluster_870,CP157980.1_proteins|CP157980.1_1300
cluster_870,CP157592.1_proteins|CP157592.1_1024
cluster_870,NZ_CP184765.1_proteins|NZ_CP184765.1_1293
cluster_870,CP100352.1_proteins|CP100352.1_852
cluster_870,NZ_CP116617.1_proteins|NZ_CP116617.1_1145
cluster_870,CP158463.1_proteins|CP158463.1_1413
cluster_870,CP019030.1_proteins|CP019030.1_1785
cluster_870,CP184765.1_proteins|CP184765.1_1293
cluster_870,NZ_CP011536.1_proteins|NZ_CP011536.1_1420
cluster_870,NZ_CP021104.1_proteins|NZ_CP021104.1_1341
cluster_870,NZ_CP119425.1_proteins|NZ_CP119425.1_990
cluster_870,CP131058.1_proteins|CP131058.1_773
cluster_870,NZ_CP158463.1_proteins|NZ_CP158463.1_1413
cluster_870,NZ_CP165726.1_proteins|NZ_CP165726.1_1166
cluster_870,CP118092.1_proteins|CP118092.1_984
cluster_870,NZ_CP157980.1_proteins|NZ_CP157980.1_1300
cluster_870,CP070999.1_proteins|CP070999.1_1329
cluster_870,NZ_CP102714.1_proteins|NZ_CP102714.1_825
cluster_870,CP116755.1_proteins|CP116755.1_740
cluster_870,CP172330.1_proteins|CP172330.1_273
cluster_870,NZ_CP071000.1_proteins|NZ_CP071000.1_1340
cluster_870,NZ_CP119406.1_proteins|NZ_CP119406.1_990
cluster_870,NZ_CP157198.1_proteins|NZ_CP157198.1_1274
cluster_870,NZ_CP070999.1_proteins|NZ_CP070999.1_1329
cluster_870,NZ_CP102532.1_proteins|NZ_CP102532.1_1338
cluster_870,NZ_CP132481.1_proteins|NZ_CP132481.1_910
cluster_870,CP045034.1_proteins|CP045034.1_1905
cluster_870,CP124737.1_proteins|CP124737.1_195
cluster_870,CP011536.1_proteins|CP011536.1_1420
cluster_870,CP070858.1_proteins|CP070858.1_1338
cluster_870,NZ_CP017151.1_proteins|NZ_CP017151.1_185
cluster_870,CP002033.1_proteins|CP002033.1_1419
cluster_870,NZ_CP053314.1_proteins|NZ_CP053314.1_1299
cluster_870,CP076082.1_proteins|CP076082.1_726
cluster_870,CP021104.1_proteins|CP021104.1_1341
cluster_870,CP139637.1_proteins|CP139637.1_787
cluster_870,CP021964.1_proteins|CP021964.1_1215
cluster_870,CP141807.1_proteins|CP141807.1_1185
cluster_870,CP119425.1_proteins|CP119425.1_990
cluster_870,CP035054.1_proteins|CP035054.1_772
cluster_870,NZ_CP117933.1_proteins|NZ_CP117933.1_1002
cluster_870,NZ_CP132541.1_proteins|NZ_CP132541.1_1376
cluster_870,NZ_CP076082.1_proteins|NZ_CP076082.1_726
cluster_870,NZ_CP071001.1_proteins|NZ_CP071001.1_1340
cluster_870,NZ_CP070858.1_proteins|NZ_CP070858.1_1338
cluster_870,CP139052.1_proteins|CP139052.1_1184
cluster_870,CP089305.1_proteins|CP089305.1_1344
cluster_870,CP053312.1_proteins|CP053312.1_1153
cluster_870,CP031195.1_proteins|CP031195.1_780
cluster_870,NZ_CP193773.1_proteins|NZ_CP193773.1_1296
cluster_870,NZ_CP128169.1_proteins|NZ_CP128169.1_1217
cluster_870,CP119406.1_proteins|CP119406.1_990
cluster_870,NZ_CP021964.1_proteins|NZ_CP021964.1_1215
cluster_870,CP101688.1_proteins|CP101688.1_1251
cluster_870,CP121468.1_proteins|CP121468.1_1253
cluster_870,CP193773.1_proteins|CP193773.1_1296
cluster_870,NZ_CP047585.1_proteins|NZ_CP047585.1_1160
cluster_870,CP016803.1_proteins|CP016803.1_1918
cluster_870,CP070935.1_proteins|CP070935.1_1171
cluster_870,CP145309.1_proteins|CP145309.1_1207
cluster_870,NZ_CP110798.1_proteins|NZ_CP110798.1_1261
cluster_870,CP157198.1_proteins|CP157198.1_1274
cluster_870,CP095385.1_proteins|CP095385.1_1216
cluster_870,CP035055.1_proteins|CP035055.1_223
cluster_870,NZ_CP103400.1_proteins|NZ_CP103400.1_488
cluster_870,NZ_CP176633.1_proteins|NZ_CP176633.1_882
cluster_870,NZ_CP141807.1_proteins|NZ_CP141807.1_1185
cluster_870,CP103400.1_proteins|CP103400.1_488
cluster_870,CP132481.1_proteins|CP132481.1_910
cluster_870,NZ_CP094655.1_proteins|NZ_CP094655.1_1185
cluster_870,CP070948.1_proteins|CP070948.1_1318
cluster_870,CP127401.1_proteins|CP127401.1_990
cluster_870,NZ_CP065522.1_proteins|NZ_CP065522.1_751
cluster_870,NZ_CP067088.1_proteins|NZ_CP067088.1_1233
cluster_870,CP165726.1_proteins|CP165726.1_1166
cluster_870,CP160833.1_proteins|CP160833.1_1283
cluster_870,NZ_CP047584.1_proteins|NZ_CP047584.1_1343
cluster_870,NZ_CP076446.1_proteins|NZ_CP076446.1_1255
cluster_870,NZ_CP124737.1_proteins|NZ_CP124737.1_195
cluster_870,CP044354.1_proteins|CP044354.1_1266
cluster_870,CP047585.1_proteins|CP047585.1_1160
cluster_870,CP116617.1_proteins|CP116617.1_1145
cluster_870,CP017151.1_proteins|CP017151.1_185
cluster_870,AP017973.1_proteins|AP017973.1_1164
cluster_870,CP071001.1_proteins|CP071001.1_1340
cluster_870,NZ_CP019030.1_proteins|NZ_CP019030.1_1785
cluster_870,NZ_CP139637.1_proteins|NZ_CP139637.1_787
cluster_870,NZ_CP116755.1_proteins|NZ_CP116755.1_740
cluster_870,NZ_CP053312.1_proteins|NZ_CP053312.1_1153
cluster_870,NZ_CP131058.1_proteins|NZ_CP131058.1_773
cluster_870,CP132541.1_proteins|CP132541.1_1376
cluster_870,NZ_CP100352.1_proteins|NZ_CP100352.1_852
cluster_870,NZ_CP139052.1_proteins|NZ_CP139052.1_1184
cluster_870,CP120668.1_proteins|CP120668.1_823
cluster_870,NZ_CP035054.1_proteins|NZ_CP035054.1_772
cluster_870,CP021790.1_proteins|CP021790.1_1826
cluster_870,CP117933.1_proteins|CP117933.1_1002
cluster_870,NZ_CP070948.1_proteins|NZ_CP070948.1_1318
cluster_871,CP165726.1_proteins|CP165726.1_1167
cluster_871,NZ_CP095385.1_proteins|NZ_CP095385.1_1217
cluster_871,NZ_CP076082.1_proteins|NZ_CP076082.1_727
cluster_871,NZ_CP132541.1_proteins|NZ_CP132541.1_1377
cluster_871,NZ_CP053314.1_proteins|NZ_CP053314.1_1300
cluster_871,NZ_CP019030.1_proteins|NZ_CP019030.1_1784
cluster_871,NZ_CP131058.1_proteins|NZ_CP131058.1_772
cluster_871,NZ_CP034193.1_proteins|NZ_CP034193.1_1121
cluster_871,NZ_CP071001.1_proteins|NZ_CP071001.1_1341
cluster_871,NZ_CP165726.1_proteins|NZ_CP165726.1_1167
cluster_871,NZ_CP160833.1_proteins|NZ_CP160833.1_1284
cluster_871,CP121468.1_proteins|CP121468.1_1254
cluster_871,CP116618.1_proteins|CP116618.1_1147
cluster_871,NZ_CP071000.1_proteins|NZ_CP071000.1_1341
cluster_871,NZ_CP132481.1_proteins|NZ_CP132481.1_911
cluster_871,CP171795.1_proteins|CP171795.1_543
cluster_871,NZ_CP102714.1_proteins|NZ_CP102714.1_824
cluster_871,CP071000.1_proteins|CP071000.1_1341
cluster_871,NZ_CP094655.1_proteins|NZ_CP094655.1_1186
cluster_871,CP005958.1_proteins|CP005958.1_1264
cluster_871,NZ_CP070858.1_proteins|NZ_CP070858.1_1339
cluster_871,CP116755.1_proteins|CP116755.1_739
cluster_871,CP053312.1_proteins|CP053312.1_1154
cluster_871,NZ_AP024320.1_proteins|NZ_AP024320.1_1271
cluster_871,NZ_CP124737.1_proteins|NZ_CP124737.1_194
cluster_871,NZ_CP070948.1_proteins|NZ_CP070948.1_1319
cluster_871,CP120668.1_proteins|CP120668.1_822
cluster_871,CP100352.1_proteins|CP100352.1_851
cluster_871,CP170189.1_proteins|CP170189.1_1957
cluster_871,NZ_CP176633.1_proteins|NZ_CP176633.1_881
cluster_871,NZ_CP047584.1_proteins|NZ_CP047584.1_1344
cluster_871,NZ_CP141807.1_proteins|NZ_CP141807.1_1186
cluster_871,CP034099.1_proteins|CP034099.1_1612
cluster_871,NZ_CP070935.1_proteins|NZ_CP070935.1_1172
cluster_871,CP016803.1_proteins|CP016803.1_1917
cluster_871,CP197007.1_proteins|CP197007.1_51
cluster_871,NZ_CP199922.1_proteins|NZ_CP199922.1_405
cluster_871,CP011536.1_proteins|CP011536.1_1421
cluster_871,CP070935.1_proteins|CP070935.1_1172
cluster_871,CP127401.1_proteins|CP127401.1_991
cluster_871,CP193773.1_proteins|CP193773.1_1297
cluster_871,NZ_CP034099.1_proteins|NZ_CP034099.1_1612
cluster_871,NZ_CP082359.1_proteins|NZ_CP082359.1_1285
cluster_871,AP008937.1_proteins|AP008937.1_1307
cluster_871,NZ_CP116618.1_proteins|NZ_CP116618.1_1147
cluster_871,NZ_CP157980.1_proteins|NZ_CP157980.1_1301
cluster_871,NZ_CP102532.1_proteins|NZ_CP102532.1_1339
cluster_871,NZ_CP103400.1_proteins|NZ_CP103400.1_489
cluster_871,CP116617.1_proteins|CP116617.1_1146
cluster_871,NZ_CP021964.1_proteins|NZ_CP021964.1_1216
cluster_871,CP141807.1_proteins|CP141807.1_1186
cluster_871,NZ_CP127401.1_proteins|NZ_CP127401.1_991
cluster_871,CP094655.1_proteins|CP094655.1_1186
cluster_871,NZ_CP139637.1_proteins|NZ_CP139637.1_786
cluster_871,CP071001.1_proteins|CP071001.1_1341
cluster_871,CP082359.1_proteins|CP082359.1_1285
cluster_871,CP118092.1_proteins|CP118092.1_983
cluster_871,CP035054.1_proteins|CP035054.1_771
cluster_871,CP017151.1_proteins|CP017151.1_186
cluster_871,NZ_CP050919.1_proteins|NZ_CP050919.1_1211
cluster_871,NZ_CP035054.1_proteins|NZ_CP035054.1_771
cluster_871,CP050919.1_proteins|CP050919.1_1211
cluster_871,NZ_CP076446.1_proteins|NZ_CP076446.1_1256
cluster_871,CP076082.1_proteins|CP076082.1_727
cluster_871,NZ_CP120668.1_proteins|NZ_CP120668.1_822
cluster_871,CP021964.1_proteins|CP021964.1_1216
cluster_871,CP157980.1_proteins|CP157980.1_1301
cluster_871,NZ_CP157198.1_proteins|NZ_CP157198.1_1275
cluster_871,CP160833.1_proteins|CP160833.1_1284
cluster_871,CP158463.1_proteins|CP158463.1_1412
cluster_871,CP157592.1_proteins|CP157592.1_1025
cluster_871,AP017973.1_proteins|AP017973.1_1165
cluster_871,CP047585.1_proteins|CP047585.1_1161
cluster_871,CP065522.1_proteins|CP065522.1_750
cluster_871,CP019030.1_proteins|CP019030.1_1784
cluster_871,NZ_CP117933.1_proteins|NZ_CP117933.1_1003
cluster_871,NZ_CP136242.1_proteins|NZ_CP136242.1_1285
cluster_871,AP024320.1_proteins|AP024320.1_1271
cluster_871,CP136242.1_proteins|CP136242.1_1285
cluster_871,CP131058.1_proteins|CP131058.1_772
cluster_871,CP132541.1_proteins|CP132541.1_1377
cluster_871,NZ_CP118092.1_proteins|NZ_CP118092.1_983
cluster_871,CP044354.1_proteins|CP044354.1_1267
cluster_871,NZ_CP128169.1_proteins|NZ_CP128169.1_1218
cluster_871,NZ_CP101688.1_proteins|NZ_CP101688.1_1252
cluster_871,CP095385.1_proteins|CP095385.1_1217
cluster_871,CP139052.1_proteins|CP139052.1_1185
cluster_871,CP031195.1_proteins|CP031195.1_781
cluster_871,CP102532.1_proteins|CP102532.1_1339
cluster_871,CP145309.1_proteins|CP145309.1_1208
cluster_871,CP002033.1_proteins|CP002033.1_1420
cluster_871,NZ_CP035055.1_proteins|NZ_CP035055.1_222
cluster_871,NZ_CP158463.1_proteins|NZ_CP158463.1_1412
cluster_871,CP139637.1_proteins|CP139637.1_786
cluster_871,CP128169.1_proteins|CP128169.1_1218
cluster_871,NZ_CP188318.1_proteins|NZ_CP188318.1_1421
cluster_871,CP089305.1_proteins|CP089305.1_1343
cluster_871,NZ_CP031195.1_proteins|NZ_CP031195.1_781
cluster_871,CP070948.1_proteins|CP070948.1_1319
cluster_871,NZ_CP139052.1_proteins|NZ_CP139052.1_1185
cluster_871,NZ_CP103293.1_proteins|NZ_CP103293.1_1268
cluster_871,CP124737.1_proteins|CP124737.1_194
cluster_871,NZ_CP116755.1_proteins|NZ_CP116755.1_739
cluster_871,CP034193.1_proteins|CP034193.1_1121
cluster_871,CP101688.1_proteins|CP101688.1_1252
cluster_871,NZ_CP184765.1_proteins|NZ_CP184765.1_1294
cluster_871,NZ_CP121468.1_proteins|NZ_CP121468.1_1254
cluster_871,CP067088.1_proteins|CP067088.1_1234
cluster_871,NZ_CP171795.1_proteins|NZ_CP171795.1_543
cluster_871,NZ_CP021790.1_proteins|NZ_CP021790.1_1825
cluster_871,CP117933.1_proteins|CP117933.1_1003
cluster_871,NZ_CP065522.1_proteins|NZ_CP065522.1_750
cluster_871,CP184765.1_proteins|CP184765.1_1294
cluster_871,CP021790.1_proteins|CP021790.1_1825
cluster_871,CP176633.1_proteins|CP176633.1_881
cluster_871,NZ_CP119425.1_proteins|NZ_CP119425.1_991
cluster_871,CP076446.1_proteins|CP076446.1_1256
cluster_871,NZ_CP017151.1_proteins|NZ_CP017151.1_186
cluster_871,NZ_CP110798.1_proteins|NZ_CP110798.1_1262
cluster_871,CP070858.1_proteins|CP070858.1_1339
cluster_871,CP132481.1_proteins|CP132481.1_911
cluster_871,NZ_CP044354.1_proteins|NZ_CP044354.1_1267
cluster_871,CP045034.1_proteins|CP045034.1_1906
cluster_871,NZ_CP047585.1_proteins|NZ_CP047585.1_1161
cluster_871,NZ_CP116617.1_proteins|NZ_CP116617.1_1146
cluster_871,NZ_CP016803.1_proteins|NZ_CP016803.1_1917
cluster_871,NZ_CP145309.1_proteins|NZ_CP145309.1_1208
cluster_871,NZ_CP011536.1_proteins|NZ_CP011536.1_1421
cluster_871,NZ_CP089305.1_proteins|NZ_CP089305.1_1343
cluster_871,NZ_CP193773.1_proteins|NZ_CP193773.1_1297
cluster_871,CP188318.1_proteins|CP188318.1_1421
cluster_871,NZ_CP070999.1_proteins|NZ_CP070999.1_1330
cluster_871,CP070999.1_proteins|CP070999.1_1330
cluster_871,CP110798.1_proteins|CP110798.1_1262
cluster_871,CP021104.1_proteins|CP021104.1_1342
cluster_871,NZ_CP021104.1_proteins|NZ_CP021104.1_1342
cluster_871,CP103293.1_proteins|CP103293.1_1268
cluster_871,NZ_CP045034.1_proteins|NZ_CP045034.1_1906
cluster_871,CP047584.1_proteins|CP047584.1_1344
cluster_871,CP053314.1_proteins|CP053314.1_1300
cluster_871,CP119425.1_proteins|CP119425.1_991
cluster_871,CP199922.1_proteins|CP199922.1_405
cluster_871,CP035055.1_proteins|CP035055.1_222
cluster_871,NZ_CP067088.1_proteins|NZ_CP067088.1_1234
cluster_871,CP157198.1_proteins|CP157198.1_1275
cluster_871,NZ_CP053312.1_proteins|NZ_CP053312.1_1154
cluster_871,CP102714.1_proteins|CP102714.1_824
cluster_871,NZ_CP157592.1_proteins|NZ_CP157592.1_1025
cluster_871,NZ_CP119406.1_proteins|NZ_CP119406.1_991
cluster_871,CP172330.1_proteins|CP172330.1_272
cluster_871,NZ_CP100352.1_proteins|NZ_CP100352.1_851
cluster_871,CP103400.1_proteins|CP103400.1_489
cluster_871,CP119406.1_proteins|CP119406.1_991
cluster_872,CP045034.1_proteins|CP045034.1_1907
cluster_872,NZ_CP053314.1_proteins|NZ_CP053314.1_1301
cluster_872,NZ_CP047584.1_proteins|NZ_CP047584.1_1345
cluster_872,CP116617.1_proteins|CP116617.1_1147
cluster_872,NZ_CP021964.1_proteins|NZ_CP021964.1_1217
cluster_872,NZ_CP157980.1_proteins|NZ_CP157980.1_1302
cluster_872,CP132541.1_proteins|CP132541.1_1378
cluster_872,NZ_CP120668.1_proteins|NZ_CP120668.1_821
cluster_872,CP139052.1_proteins|CP139052.1_1186
cluster_872,CP132481.1_proteins|CP132481.1_912
cluster_872,CP005958.1_proteins|CP005958.1_1265
cluster_872,CP034193.1_proteins|CP034193.1_1122
cluster_872,CP067088.1_proteins|CP067088.1_1235
cluster_872,CP116755.1_proteins|CP116755.1_738
cluster_872,CP053314.1_proteins|CP053314.1_1301
cluster_872,NZ_CP044354.1_proteins|NZ_CP044354.1_1268
cluster_872,CP197007.1_proteins|CP197007.1_52
cluster_872,NZ_CP045034.1_proteins|NZ_CP045034.1_1907
cluster_872,AP008937.1_proteins|AP008937.1_1308
cluster_872,NZ_CP116755.1_proteins|NZ_CP116755.1_738
cluster_872,CP070858.1_proteins|CP070858.1_1340
cluster_872,CP157592.1_proteins|CP157592.1_1026
cluster_872,NZ_CP034193.1_proteins|NZ_CP034193.1_1122
cluster_872,CP095385.1_proteins|CP095385.1_1218
cluster_872,AP017973.1_proteins|AP017973.1_1166
cluster_872,NZ_CP158463.1_proteins|NZ_CP158463.1_1411
cluster_872,CP094655.1_proteins|CP094655.1_1187
cluster_872,CP127401.1_proteins|CP127401.1_992
cluster_872,NZ_CP176633.1_proteins|NZ_CP176633.1_880
cluster_872,CP021104.1_proteins|CP021104.1_1343
cluster_872,CP017151.1_proteins|CP017151.1_187
cluster_872,NZ_CP089305.1_proteins|NZ_CP089305.1_1342
cluster_872,CP070935.1_proteins|CP070935.1_1173
cluster_872,CP176633.1_proteins|CP176633.1_880
cluster_872,CP124737.1_proteins|CP124737.1_193
cluster_872,NZ_CP116617.1_proteins|NZ_CP116617.1_1147
cluster_872,NZ_CP019030.1_proteins|NZ_CP019030.1_1783
cluster_872,NZ_CP101688.1_proteins|NZ_CP101688.1_1253
cluster_872,NZ_CP131058.1_proteins|NZ_CP131058.1_771
cluster_872,CP002033.1_proteins|CP002033.1_1421
cluster_872,CP070999.1_proteins|CP070999.1_1331
cluster_872,NZ_CP165726.1_proteins|NZ_CP165726.1_1168
cluster_872,NZ_CP035055.1_proteins|NZ_CP035055.1_221
cluster_872,CP071001.1_proteins|CP071001.1_1342
cluster_872,NZ_CP157592.1_proteins|NZ_CP157592.1_1026
cluster_872,NZ_CP070999.1_proteins|NZ_CP070999.1_1331
cluster_872,CP034099.1_proteins|CP034099.1_1611
cluster_872,NZ_CP067088.1_proteins|NZ_CP067088.1_1235
cluster_872,NZ_CP116618.1_proteins|NZ_CP116618.1_1148
cluster_872,CP139637.1_proteins|CP139637.1_785
cluster_872,NZ_CP021790.1_proteins|NZ_CP021790.1_1824
cluster_872,NZ_CP103400.1_proteins|NZ_CP103400.1_490
cluster_872,AP024320.1_proteins|AP024320.1_1270
cluster_872,NZ_CP132541.1_proteins|NZ_CP132541.1_1378
cluster_872,CP021964.1_proteins|CP021964.1_1217
cluster_872,NZ_CP102532.1_proteins|NZ_CP102532.1_1340
cluster_872,NZ_CP071001.1_proteins|NZ_CP071001.1_1342
cluster_872,NZ_CP119406.1_proteins|NZ_CP119406.1_992
cluster_872,NZ_CP160833.1_proteins|NZ_CP160833.1_1285
cluster_872,CP131058.1_proteins|CP131058.1_771
cluster_872,NZ_CP103293.1_proteins|NZ_CP103293.1_1269
cluster_872,CP193773.1_proteins|CP193773.1_1298
cluster_872,NZ_CP082359.1_proteins|NZ_CP082359.1_1286
cluster_872,NZ_CP141807.1_proteins|NZ_CP141807.1_1187
cluster_872,CP076446.1_proteins|CP076446.1_1257
cluster_872,NZ_CP071000.1_proteins|NZ_CP071000.1_1342
cluster_872,NZ_CP095385.1_proteins|NZ_CP095385.1_1218
cluster_872,CP102714.1_proteins|CP102714.1_823
cluster_872,NZ_CP047585.1_proteins|NZ_CP047585.1_1162
cluster_872,CP118092.1_proteins|CP118092.1_982
cluster_872,CP102532.1_proteins|CP102532.1_1340
cluster_872,CP165726.1_proteins|CP165726.1_1168
cluster_872,NZ_CP100352.1_proteins|NZ_CP100352.1_850
cluster_872,NZ_CP102714.1_proteins|NZ_CP102714.1_823
cluster_872,NZ_CP016803.1_proteins|NZ_CP016803.1_1916
cluster_872,CP011536.1_proteins|CP011536.1_1422
cluster_872,NZ_CP035054.1_proteins|NZ_CP035054.1_770
cluster_872,NZ_CP199922.1_proteins|NZ_CP199922.1_404
cluster_872,NZ_CP050919.1_proteins|NZ_CP050919.1_1212
cluster_872,CP019030.1_proteins|CP019030.1_1783
cluster_872,NZ_CP117933.1_proteins|NZ_CP117933.1_1004
cluster_872,CP047584.1_proteins|CP047584.1_1345
cluster_872,NZ_CP034099.1_proteins|NZ_CP034099.1_1611
cluster_872,NZ_CP124737.1_proteins|NZ_CP124737.1_193
cluster_872,CP031195.1_proteins|CP031195.1_782
cluster_872,CP141807.1_proteins|CP141807.1_1187
cluster_872,NZ_CP136242.1_proteins|NZ_CP136242.1_1286
cluster_872,NZ_CP011536.1_proteins|NZ_CP011536.1_1422
cluster_872,NZ_CP188318.1_proteins|NZ_CP188318.1_1422
cluster_872,NZ_CP145309.1_proteins|NZ_CP145309.1_1209
cluster_872,NZ_CP184765.1_proteins|NZ_CP184765.1_1295
cluster_872,CP035055.1_proteins|CP035055.1_221
cluster_872,CP065522.1_proteins|CP065522.1_749
cluster_872,CP082359.1_proteins|CP082359.1_1286
cluster_872,NZ_CP121468.1_proteins|NZ_CP121468.1_1255
cluster_872,CP044354.1_proteins|CP044354.1_1268
cluster_872,CP145309.1_proteins|CP145309.1_1209
cluster_872,CP157980.1_proteins|CP157980.1_1302
cluster_872,NZ_CP021104.1_proteins|NZ_CP021104.1_1343
cluster_872,NZ_CP076446.1_proteins|NZ_CP076446.1_1257
cluster_872,NZ_CP157198.1_proteins|NZ_CP157198.1_1276
cluster_872,CP120668.1_proteins|CP120668.1_821
cluster_872,CP199922.1_proteins|CP199922.1_404
cluster_872,CP136242.1_proteins|CP136242.1_1286
cluster_872,NZ_CP127401.1_proteins|NZ_CP127401.1_992
cluster_872,CP076082.1_proteins|CP076082.1_728
cluster_872,NZ_CP139637.1_proteins|NZ_CP139637.1_785
cluster_872,CP070948.1_proteins|CP070948.1_1320
cluster_872,NZ_CP128169.1_proteins|NZ_CP128169.1_1219
cluster_872,CP117933.1_proteins|CP117933.1_1004
cluster_872,NZ_CP070935.1_proteins|NZ_CP070935.1_1173
cluster_872,NZ_CP139052.1_proteins|NZ_CP139052.1_1186
cluster_872,NZ_CP065522.1_proteins|NZ_CP065522.1_749
